"","Pond","Date","Time_hydro","Depth_m","CharacteristicID","ResultValue"
"898","15",1999-04-20,"10:15:43",0,"DO_mg.L",15.01
"899","15",1999-04-20,"10:15:43",0,"SPC_mS.cm",0.204
"900","15",1999-04-20,"10:15:43",0,"pH_hydro",9.64
"901","15",1999-04-20,"10:15:43",0,"Sal_ppt",0.1
"902","15",1999-04-20,"10:15:43",0,"DO_sat",NA
"903","15",1999-04-20,"10:15:43",0,"Redox_mV",422
"904","15",1999-04-20,"10:16:34",-0.2,"Temp_degC",7.4
"905","15",1999-04-20,"10:16:34",-0.2,"DO_mg.L",15.53
"906","15",1999-04-20,"10:16:34",-0.2,"SPC_mS.cm",0.204
"907","15",1999-04-20,"10:16:34",-0.2,"pH_hydro",9.67
"908","15",1999-04-20,"10:16:34",-0.2,"Sal_ppt",0.1
"909","15",1999-04-20,"10:16:34",-0.2,"DO_sat",NA
"910","15",1999-04-20,"10:16:34",-0.2,"Redox_mV",420
"911","15",1999-05-13,"13:04:58",0,"Temp_degC",10.99
"912","15",1999-05-13,"13:04:58",0,"DO_mg.L",11.32
"913","15",1999-05-13,"13:04:58",0,"SPC_mS.cm",0.275
"914","15",1999-05-13,"13:04:58",0,"pH_hydro",8.95
"915","15",1999-05-13,"13:04:58",0,"Sal_ppt",0.1
"916","15",1999-05-13,"13:04:58",0,"DO_sat",NA
"917","15",1999-05-13,"13:04:58",0,"Redox_mV",250
"918","15",1999-05-13,"13:05:50",-0.2,"Temp_degC",9.89
"919","15",1999-05-13,"13:05:50",-0.2,"DO_mg.L",11.67
"920","15",1999-05-13,"13:05:50",-0.2,"SPC_mS.cm",0.274
"921","15",1999-05-13,"13:05:50",-0.2,"pH_hydro",8.98
"922","15",1999-05-13,"13:05:50",-0.2,"Sal_ppt",0.1
"923","15",1999-05-13,"13:05:50",-0.2,"DO_sat",NA
"924","15",1999-05-13,"13:05:50",-0.2,"Redox_mV",249
"925","15",1999-06-16,"11:30:00",0,"Temp_degC",17.75
"926","15",1999-06-16,"11:30:00",0,"DO_mg.L",10.09
"927","15",1999-06-16,"11:30:00",0,"SPC_mS.cm",0.35
"928","15",1999-06-16,"11:30:00",0,"pH_hydro",8.52
"929","15",1999-06-16,"11:30:00",0,"Sal_ppt",0.1
"930","15",1999-06-16,"11:30:00",0,"DO_sat",NA
"931","15",1999-06-16,"11:30:00",0,"Redox_mV",432
"932","15",1999-06-16,"11:32:00",-0.1,"Temp_degC",15.55
"933","15",1999-06-16,"11:32:00",-0.1,"DO_mg.L",10.6
"934","15",1999-06-16,"11:32:00",-0.1,"SPC_mS.cm",0.34
"935","15",1999-06-16,"11:32:00",-0.1,"pH_hydro",8.5
"936","15",1999-06-16,"11:32:00",-0.1,"Sal_ppt",0.1
"937","15",1999-06-16,"11:32:00",-0.1,"DO_sat",NA
"938","15",1999-06-16,"11:32:00",-0.1,"Redox_mV",422
"939","15",1999-07-13,"13:20:59",0,"Temp_degC",23.58
"940","15",1999-07-13,"13:20:59",0,"DO_mg.L",6.75
"941","15",1999-07-13,"13:20:59",0,"SPC_mS.cm",2.37
"942","15",1999-07-13,"13:20:59",0,"pH_hydro",9.41
"943","15",1999-07-13,"13:20:59",0,"Sal_ppt",1.3
"944","15",1999-07-13,"13:20:59",0,"DO_sat",NA
"945","15",1999-07-13,"13:20:59",0,"Redox_mV",277
"946","15",1999-07-13,"13:21:50",-0.4,"Temp_degC",23.62
"947","15",1999-07-13,"13:21:50",-0.4,"DO_mg.L",6.7
"948","15",1999-07-13,"13:21:50",-0.4,"SPC_mS.cm",2.42
"949","15",1999-07-13,"13:21:50",-0.4,"pH_hydro",9.41
"950","15",1999-07-13,"13:21:50",-0.4,"Sal_ppt",1.3
"951","15",1999-07-13,"13:21:50",-0.4,"DO_sat",NA
"952","15",1999-07-13,"13:21:50",-0.4,"Redox_mV",278
"953","15",1999-08-11,"11:10:51",0,"Temp_degC",20.02
"954","15",1999-08-11,"11:10:51",0,"DO_mg.L",10.38
"955","15",1999-08-11,"11:10:51",0,"SPC_mS.cm",2.5
"956","15",1999-08-11,"11:10:51",0,"pH_hydro",8.6
"957","15",1999-08-11,"11:10:51",0,"Sal_ppt",1.3
"958","15",1999-08-11,"11:10:51",0,"DO_sat",NA
"959","15",1999-08-11,"11:10:51",0,"Redox_mV",316
"960","15",1999-08-11,"11:11:52",-0.5,"Temp_degC",19.97
"961","15",1999-08-11,"11:11:52",-0.5,"DO_mg.L",9.69
"962","15",1999-08-11,"11:11:52",-0.5,"SPC_mS.cm",2.46
"963","15",1999-08-11,"11:11:52",-0.5,"pH_hydro",8.66
"964","15",1999-08-11,"11:11:52",-0.5,"Sal_ppt",1.3
"965","15",1999-08-11,"11:11:52",-0.5,"DO_sat",NA
"966","15",1999-08-11,"11:11:52",-0.5,"Redox_mV",316
"967","15",1999-09-10,"11:15:13",0,"Temp_degC",13.39
"968","15",1999-09-10,"11:15:13",0,"DO_mg.L",12.49
"969","15",1999-09-10,"11:15:13",0,"SPC_mS.cm",2.65
"970","15",1999-09-10,"11:15:13",0,"pH_hydro",8.6
"971","15",1999-09-10,"11:15:13",0,"Sal_ppt",1.4
"972","15",1999-09-10,"11:15:13",0,"DO_sat",NA
"973","15",1999-09-10,"11:15:13",0,"Redox_mV",312
"974","15",1999-09-10,"11:16:16",-0.4,"Temp_degC",13.37
"975","15",1999-09-10,"11:16:16",-0.4,"DO_mg.L",12.23
"976","15",1999-09-10,"11:16:16",-0.4,"SPC_mS.cm",2.62
"977","15",1999-09-10,"11:16:16",-0.4,"pH_hydro",8.58
"978","15",1999-09-10,"11:16:16",-0.4,"Sal_ppt",1.4
"979","15",1999-09-10,"11:16:16",-0.4,"DO_sat",NA
"980","15",1999-09-10,"11:16:16",-0.4,"Redox_mV",314
"981","15",1999-10-13,"13:28:54",0,"Temp_degC",4.71
"982","15",1999-10-13,"13:28:54",0,"DO_mg.L",15.86
"983","15",1999-10-13,"13:28:54",0,"SPC_mS.cm",2.74
"984","15",1999-10-13,"13:28:54",0,"pH_hydro",7.5
"985","15",1999-10-13,"13:28:54",0,"Sal_ppt",1.5
"986","15",1999-10-13,"13:28:54",0,"DO_sat",NA
"987","15",1999-10-13,"13:28:54",0,"Redox_mV",469
"988","15",1999-10-13,"13:29:16",-0.4,"Temp_degC",4.71
"989","15",1999-10-13,"13:29:16",-0.4,"DO_mg.L",15.73
"990","15",1999-10-13,"13:29:16",-0.4,"SPC_mS.cm",2.74
"991","15",1999-10-13,"13:29:16",-0.4,"pH_hydro",7.55
"992","15",1999-10-13,"13:29:16",-0.4,"Sal_ppt",1.5
"993","15",1999-10-13,"13:29:16",-0.4,"DO_sat",NA
"994","15",1999-10-13,"13:29:16",-0.4,"Redox_mV",469
"995","25",1999-04-20,"10:39:01",0,"Temp_degC",8.99
"996","25",1999-04-20,"10:39:01",0,"DO_mg.L",12.31
"997","25",1999-04-20,"10:39:01",0,"SPC_mS.cm",1.55
"998","25",1999-04-20,"10:39:01",0,"pH_hydro",8.48
"999","25",1999-04-20,"10:39:01",0,"Sal_ppt",0.8
"1000","25",1999-04-20,"10:39:01",0,"DO_sat",NA
"1001","25",1999-04-20,"10:39:01",0,"Redox_mV",407
"1002","25",1999-04-20,"10:39:33",-0.2,"Temp_degC",9.02
"1003","25",1999-04-20,"10:39:33",-0.2,"DO_mg.L",11.9
"1004","25",1999-04-20,"10:39:33",-0.2,"SPC_mS.cm",1.54
"1005","25",1999-04-20,"10:39:33",-0.2,"pH_hydro",8.48
"1006","25",1999-04-20,"10:39:33",-0.2,"Sal_ppt",0.8
"1007","25",1999-04-20,"10:39:33",-0.2,"DO_sat",NA
"1008","25",1999-04-20,"10:39:33",-0.2,"Redox_mV",392
"1009","25",1999-05-13,"12:40:01",0,"Temp_degC",9.05
"1010","25",1999-05-13,"12:40:01",0,"DO_mg.L",12.44
"1011","25",1999-05-13,"12:40:01",0,"SPC_mS.cm",1.83
"1012","25",1999-05-13,"12:40:01",0,"pH_hydro",8.46
"1013","25",1999-05-13,"12:40:01",0,"Sal_ppt",1
"1014","25",1999-05-13,"12:40:01",0,"DO_sat",NA
"1015","25",1999-05-13,"12:40:01",0,"Redox_mV",164
"1016","25",1999-05-13,"12:40:48",-0.3,"Temp_degC",8.69
"1017","25",1999-05-13,"12:40:48",-0.3,"DO_mg.L",12.42
"1018","25",1999-05-13,"12:40:48",-0.3,"SPC_mS.cm",1.84
"1019","25",1999-05-13,"12:40:48",-0.3,"pH_hydro",8.46
"1020","25",1999-05-13,"12:40:48",-0.3,"Sal_ppt",1
"1021","25",1999-05-13,"12:40:48",-0.3,"DO_sat",NA
"1022","25",1999-05-13,"12:40:48",-0.3,"Redox_mV",105
"1023","25",1999-06-16,"11:59:00",0,"Temp_degC",22.25
"1024","25",1999-06-16,"11:59:00",0,"DO_mg.L",14.36
"1025","25",1999-06-16,"11:59:00",0,"SPC_mS.cm",2.01
"1026","25",1999-06-16,"11:59:00",0,"pH_hydro",8.95
"1027","25",1999-06-16,"11:59:00",0,"Sal_ppt",1
"1028","25",1999-06-16,"11:59:00",0,"DO_sat",NA
"1029","25",1999-06-16,"11:59:00",0,"Redox_mV",358
"1030","25",1999-06-16,"12:01:00",-0.2,"Temp_degC",22.09
"1031","25",1999-06-16,"12:01:00",-0.2,"DO_mg.L",14.48
"1032","25",1999-06-16,"12:01:00",-0.2,"SPC_mS.cm",2.02
"1033","25",1999-06-16,"12:01:00",-0.2,"pH_hydro",8.97
"1034","25",1999-06-16,"12:01:00",-0.2,"Sal_ppt",1
"1035","25",1999-06-16,"12:01:00",-0.2,"DO_sat",NA
"1036","25",1999-06-16,"12:01:00",-0.2,"Redox_mV",351
"1037","25",1999-07-13,"14:06:15",0,"Temp_degC",24.65
"1038","25",1999-07-13,"14:06:15",0,"DO_mg.L",10.74
"1039","25",1999-07-13,"14:06:15",0,"SPC_mS.cm",2.01
"1040","25",1999-07-13,"14:06:15",0,"pH_hydro",10.64
"1041","25",1999-07-13,"14:06:15",0,"Sal_ppt",1.1
"1042","25",1999-07-13,"14:06:15",0,"DO_sat",NA
"1043","25",1999-07-13,"14:06:15",0,"Redox_mV",248
"1044","25",1999-07-13,"14:07:06",-0.5,"Temp_degC",24.47
"1045","25",1999-07-13,"14:07:06",-0.5,"DO_mg.L",10.39
"1046","25",1999-07-13,"14:07:06",-0.5,"SPC_mS.cm",2.03
"1047","25",1999-07-13,"14:07:06",-0.5,"pH_hydro",10.63
"1048","25",1999-07-13,"14:07:06",-0.5,"Sal_ppt",1.1
"1049","25",1999-07-13,"14:07:06",-0.5,"DO_sat",NA
"1050","25",1999-07-13,"14:07:06",-0.5,"Redox_mV",243
"1051","25",1999-08-11,"15:42:56",0,"Temp_degC",20.7
"1052","25",1999-08-11,"15:42:56",0,"DO_mg.L",10.7
"1053","25",1999-08-11,"15:42:56",0,"SPC_mS.cm",0.779
"1054","25",1999-08-11,"15:42:56",0,"pH_hydro",10.31
"1055","25",1999-08-11,"15:42:56",0,"Sal_ppt",0.4
"1056","25",1999-08-11,"15:42:56",0,"DO_sat",NA
"1057","25",1999-08-11,"15:42:56",0,"Redox_mV",240
"1058","25",1999-08-11,"15:43:53",-0.3,"Temp_degC",20.62
"1059","25",1999-08-11,"15:43:53",-0.3,"DO_mg.L",10.6
"1060","25",1999-08-11,"15:43:53",-0.3,"SPC_mS.cm",2.16
"1061","25",1999-08-11,"15:43:53",-0.3,"pH_hydro",10.33
"1062","25",1999-08-11,"15:43:53",-0.3,"Sal_ppt",1.2
"1063","25",1999-08-11,"15:43:53",-0.3,"DO_sat",NA
"1064","25",1999-08-11,"15:43:53",-0.3,"Redox_mV",234
"1065","25",1999-09-10,"10:45:14",0,"Temp_degC",13.99
"1066","25",1999-09-10,"10:45:14",0,"DO_mg.L",16.2
"1067","25",1999-09-10,"10:45:14",0,"SPC_mS.cm",2.36
"1068","25",1999-09-10,"10:45:14",0,"pH_hydro",9.96
"1069","25",1999-09-10,"10:45:14",0,"Sal_ppt",1.3
"1070","25",1999-09-10,"10:45:14",0,"DO_sat",NA
"1071","25",1999-09-10,"10:45:14",0,"Redox_mV",243
"1072","25",1999-09-10,"10:47:39",-0.2,"Temp_degC",12.65
"1073","25",1999-09-10,"10:47:39",-0.2,"DO_mg.L",13.74
"1074","25",1999-09-10,"10:47:39",-0.2,"SPC_mS.cm",2.43
"1075","25",1999-09-10,"10:47:39",-0.2,"pH_hydro",9.93
"1076","25",1999-09-10,"10:47:39",-0.2,"Sal_ppt",1.3
"1077","25",1999-09-10,"10:47:39",-0.2,"DO_sat",NA
"1078","25",1999-09-10,"10:47:39",-0.2,"Redox_mV",248
"1079","25",1999-10-13,"14:17:33",0,"Temp_degC",6.46
"1080","25",1999-10-13,"14:17:33",0,"DO_mg.L",17.31
"1081","25",1999-10-13,"14:17:33",0,"SPC_mS.cm",2.54
"1082","25",1999-10-13,"14:17:33",0,"pH_hydro",9.04
"1083","25",1999-10-13,"14:17:33",0,"Sal_ppt",1.4
"1084","25",1999-10-13,"14:17:33",0,"DO_sat",NA
"1085","25",1999-10-13,"14:17:33",0,"Redox_mV",380
"1086","25",1999-10-13,"14:18:17",-0.3,"Temp_degC",5.57
"1087","25",1999-10-13,"14:18:17",-0.3,"DO_mg.L",15.3
"1088","25",1999-10-13,"14:18:17",-0.3,"SPC_mS.cm",2.56
"1089","25",1999-10-13,"14:18:17",-0.3,"pH_hydro",9.17
"1090","25",1999-10-13,"14:18:17",-0.3,"Sal_ppt",1.4
"1091","25",1999-10-13,"14:18:17",-0.3,"DO_sat",NA
"1092","25",1999-10-13,"14:18:17",-0.3,"Redox_mV",379
"1093","50",1999-04-20,"11:48:46",0,"Temp_degC",8.7
"1094","50",1999-04-20,"11:48:46",0,"DO_mg.L",12.05
"1095","50",1999-04-20,"11:48:46",0,"SPC_mS.cm",3.36
"1096","50",1999-04-20,"11:48:46",0,"pH_hydro",8.66
"1097","50",1999-04-20,"11:48:46",0,"Sal_ppt",1.8
"1098","50",1999-04-20,"11:48:46",0,"DO_sat",NA
"1099","50",1999-04-20,"11:48:46",0,"Redox_mV",279
"1100","50",1999-04-20,"11:49:11",-0.1,"Temp_degC",8.77
"1101","50",1999-04-20,"11:49:11",-0.1,"DO_mg.L",11.82
"1102","50",1999-04-20,"11:49:11",-0.1,"SPC_mS.cm",3.36
"1103","50",1999-04-20,"11:49:11",-0.1,"pH_hydro",8.63
"1104","50",1999-04-20,"11:49:11",-0.1,"Sal_ppt",1.8
"1105","50",1999-04-20,"11:49:11",-0.1,"DO_sat",NA
"1106","50",1999-04-20,"11:49:11",-0.1,"Redox_mV",278
"1107","50",1999-05-13,"12:21:32",0,"Temp_degC",10.46
"1108","50",1999-05-13,"12:21:32",0,"DO_mg.L",10.42
"1109","50",1999-05-13,"12:21:32",0,"SPC_mS.cm",4.89
"1110","50",1999-05-13,"12:21:32",0,"pH_hydro",8.13
"1111","50",1999-05-13,"12:21:32",0,"Sal_ppt",2.7
"1112","50",1999-05-13,"12:21:32",0,"DO_sat",NA
"1113","50",1999-05-13,"12:21:32",0,"Redox_mV",268
"1114","50",1999-05-13,"12:22:14",-0.1,"Temp_degC",10.45
"1115","50",1999-05-13,"12:22:14",-0.1,"DO_mg.L",10.33
"1116","50",1999-05-13,"12:22:14",-0.1,"SPC_mS.cm",4.89
"1117","50",1999-05-13,"12:22:14",-0.1,"pH_hydro",8.13
"1118","50",1999-05-13,"12:22:14",-0.1,"Sal_ppt",2.7
"1119","50",1999-05-13,"12:22:14",-0.1,"DO_sat",NA
"1120","50",1999-05-13,"12:22:14",-0.1,"Redox_mV",269
"1121","50",1999-06-16,"12:15:11",0,"Temp_degC",22.81
"1122","50",1999-06-16,"12:15:11",0,"DO_mg.L",8.93
"1123","50",1999-06-16,"12:15:11",0,"SPC_mS.cm",6.05
"1124","50",1999-06-16,"12:15:11",0,"pH_hydro",8.2
"1125","50",1999-06-16,"12:15:11",0,"Sal_ppt",2.9
"1126","50",1999-06-16,"12:15:11",0,"DO_sat",NA
"1127","50",1999-06-16,"12:15:11",0,"Redox_mV",399
"1128","50",1999-06-16,"12:17:12",-0.1,"Temp_degC",22.66
"1129","50",1999-06-16,"12:17:12",-0.1,"DO_mg.L",8.65
"1130","50",1999-06-16,"12:17:12",-0.1,"SPC_mS.cm",6.07
"1131","50",1999-06-16,"12:17:12",-0.1,"pH_hydro",8.2
"1132","50",1999-06-16,"12:17:12",-0.1,"Sal_ppt",2.9
"1133","50",1999-06-16,"12:17:12",-0.1,"DO_sat",NA
"1134","50",1999-06-16,"12:17:12",-0.1,"Redox_mV",401
"1135","50",1999-07-13,"15:00:48",0,"Temp_degC",25.9
"1136","50",1999-07-13,"15:00:48",0,"DO_mg.L",10.98
"1137","50",1999-07-13,"15:00:48",0,"SPC_mS.cm",6.23
"1138","50",1999-07-13,"15:00:48",0,"pH_hydro",9.41
"1139","50",1999-07-13,"15:00:48",0,"Sal_ppt",3.4
"1140","50",1999-07-13,"15:00:48",0,"DO_sat",NA
"1141","50",1999-07-13,"15:00:48",0,"Redox_mV",191
"1142","50",1999-07-13,"15:01:55",-0.1,"Temp_degC",25.71
"1143","50",1999-07-13,"15:01:55",-0.1,"DO_mg.L",10.58
"1144","50",1999-07-13,"15:01:55",-0.1,"SPC_mS.cm",6.23
"1145","50",1999-07-13,"15:01:55",-0.1,"pH_hydro",9.38
"1146","50",1999-07-13,"15:01:55",-0.1,"Sal_ppt",3.4
"1147","50",1999-07-13,"15:01:55",-0.1,"DO_sat",NA
"1148","50",1999-07-13,"15:01:55",-0.1,"Redox_mV",157
"1149","50",1999-08-11,"15:56:22",0,"Temp_degC",21.05
"1150","50",1999-08-11,"15:56:22",0,"DO_mg.L",14.9
"1151","50",1999-08-11,"15:56:22",0,"SPC_mS.cm",4.16
"1152","50",1999-08-11,"15:56:22",0,"pH_hydro",8.94
"1153","50",1999-08-11,"15:56:22",0,"Sal_ppt",2.3
"1154","50",1999-08-11,"15:56:22",0,"DO_sat",NA
"1155","50",1999-08-11,"15:56:22",0,"Redox_mV",241
"1156","50",1999-08-11,"15:58:05",-0.1,"Temp_degC",20.44
"1157","50",1999-08-11,"15:58:05",-0.1,"DO_mg.L",15.84
"1158","50",1999-08-11,"15:58:05",-0.1,"SPC_mS.cm",7.13
"1159","50",1999-08-11,"15:58:05",-0.1,"pH_hydro",8.86
"1160","50",1999-08-11,"15:58:05",-0.1,"Sal_ppt",4
"1161","50",1999-08-11,"15:58:05",-0.1,"DO_sat",NA
"1162","50",1999-08-11,"15:58:05",-0.1,"Redox_mV",195
"1163","50",1999-09-10,"10:27:25",0,"Temp_degC",11.65
"1164","50",1999-09-10,"10:27:25",0,"DO_mg.L",12.09
"1165","50",1999-09-10,"10:27:25",0,"SPC_mS.cm",8.19
"1166","50",1999-09-10,"10:27:25",0,"pH_hydro",8.63
"1167","50",1999-09-10,"10:27:25",0,"Sal_ppt",4.6
"1168","50",1999-09-10,"10:27:25",0,"DO_sat",NA
"1169","50",1999-09-10,"10:27:25",0,"Redox_mV",293
"1170","50",1999-09-10,"10:29:53",-0.1,"Temp_degC",11.44
"1171","50",1999-09-10,"10:29:53",-0.1,"DO_mg.L",10.3
"1172","50",1999-09-10,"10:29:53",-0.1,"SPC_mS.cm",8.19
"1173","50",1999-09-10,"10:29:53",-0.1,"pH_hydro",8.66
"1174","50",1999-09-10,"10:29:53",-0.1,"Sal_ppt",4.6
"1175","50",1999-09-10,"10:29:53",-0.1,"DO_sat",NA
"1176","50",1999-09-10,"10:29:53",-0.1,"Redox_mV",225
"1177","50",1999-10-13,"14:08:36",0,"Temp_degC",3.95
"1178","50",1999-10-13,"14:08:36",0,"DO_mg.L",14.62
"1179","50",1999-10-13,"14:08:36",0,"SPC_mS.cm",9.25
"1180","50",1999-10-13,"14:08:36",0,"pH_hydro",8.48
"1181","50",1999-10-13,"14:08:36",0,"Sal_ppt",5.2
"1182","50",1999-10-13,"14:08:36",0,"DO_sat",NA
"1183","50",1999-10-13,"14:08:36",0,"Redox_mV",405
"1184","65",1999-04-20,"11:08:51",0,"Temp_degC",8.37
"1185","65",1999-04-20,"11:08:51",0,"DO_mg.L",13.16
"1186","65",1999-04-20,"11:08:51",0,"SPC_mS.cm",2.57
"1187","65",1999-04-20,"11:08:51",0,"pH_hydro",8.76
"1188","65",1999-04-20,"11:08:51",0,"Sal_ppt",1.4
"1189","65",1999-04-20,"11:08:51",0,"DO_sat",NA
"1190","65",1999-04-20,"11:08:51",0,"Redox_mV",209
"1191","65",1999-04-20,"11:09:21",-0.1,"Temp_degC",8.37
"1192","65",1999-04-20,"11:09:21",-0.1,"DO_mg.L",12.87
"1193","65",1999-04-20,"11:09:21",-0.1,"SPC_mS.cm",2.56
"1194","65",1999-04-20,"11:09:21",-0.1,"pH_hydro",8.74
"1195","65",1999-04-20,"11:09:21",-0.1,"Sal_ppt",1.4
"1196","65",1999-04-20,"11:09:21",-0.1,"DO_sat",NA
"1197","65",1999-04-20,"11:09:21",-0.1,"Redox_mV",209
"1198","65",1999-05-13,"11:18:48",0,"Temp_degC",8.14
"1199","65",1999-05-13,"11:18:48",0,"DO_mg.L",10.09
"1200","65",1999-05-13,"11:18:48",0,"SPC_mS.cm",3.48
"1201","65",1999-05-13,"11:18:48",0,"pH_hydro",8.34
"1202","65",1999-05-13,"11:18:48",0,"Sal_ppt",1.9
"1203","65",1999-05-13,"11:18:48",0,"DO_sat",NA
"1204","65",1999-05-13,"11:18:48",0,"Redox_mV",92
"1205","65",1999-05-13,"11:19:32",-0.3,"Temp_degC",8.1
"1206","65",1999-05-13,"11:19:32",-0.3,"DO_mg.L",10.54
"1207","65",1999-05-13,"11:19:32",-0.3,"SPC_mS.cm",3.5
"1208","65",1999-05-13,"11:19:32",-0.3,"pH_hydro",8.29
"1209","65",1999-05-13,"11:19:32",-0.3,"Sal_ppt",1.9
"1210","65",1999-05-13,"11:19:32",-0.3,"DO_sat",NA
"1211","65",1999-05-13,"11:19:32",-0.3,"Redox_mV",84
"1212","65",1999-06-17,"09:05:00",0,"Temp_degC",19.73
"1213","65",1999-06-17,"09:05:00",0,"DO_mg.L",11.25
"1214","65",1999-06-17,"09:05:00",0,"SPC_mS.cm",4.13
"1215","65",1999-06-17,"09:05:00",0,"pH_hydro",8.87
"1216","65",1999-06-17,"09:05:00",0,"Sal_ppt",1.9
"1217","65",1999-06-17,"09:05:00",0,"DO_sat",NA
"1218","65",1999-06-17,"09:05:00",0,"Redox_mV",225
"1219","65",1999-06-17,"09:07:24",-0.3,"Temp_degC",19.77
"1220","65",1999-06-17,"09:07:24",-0.3,"DO_mg.L",11.35
"1221","65",1999-06-17,"09:07:24",-0.3,"SPC_mS.cm",4.18
"1222","65",1999-06-17,"09:07:24",-0.3,"pH_hydro",8.85
"1223","65",1999-06-17,"09:07:24",-0.3,"Sal_ppt",2
"1224","65",1999-06-17,"09:07:24",-0.3,"DO_sat",NA
"1225","65",1999-06-17,"09:07:24",-0.3,"Redox_mV",208
"1226","65",1999-07-13,"12:46:10",0,"Temp_degC",23.43
"1227","65",1999-07-13,"12:46:10",0,"DO_mg.L",8.14
"1228","65",1999-07-13,"12:46:10",0,"SPC_mS.cm",3.89
"1229","65",1999-07-13,"12:46:10",0,"pH_hydro",10.58
"1230","65",1999-07-13,"12:46:10",0,"Sal_ppt",2.1
"1231","65",1999-07-13,"12:46:10",0,"DO_sat",NA
"1232","65",1999-07-13,"12:46:10",0,"Redox_mV",174
"1233","65",1999-07-13,"12:47:30",-0.3,"Temp_degC",23.42
"1234","65",1999-07-13,"12:47:30",-0.3,"DO_mg.L",8
"1235","65",1999-07-13,"12:47:30",-0.3,"SPC_mS.cm",3.96
"1236","65",1999-07-13,"12:47:30",-0.3,"pH_hydro",10.58
"1237","65",1999-07-13,"12:47:30",-0.3,"Sal_ppt",2.2
"1238","65",1999-07-13,"12:47:30",-0.3,"DO_sat",NA
"1239","65",1999-07-13,"12:47:30",-0.3,"Redox_mV",152
"1240","65",1999-08-10,"15:25:23",0,"Temp_degC",20.48
"1241","65",1999-08-10,"15:25:23",0,"DO_mg.L",12.34
"1242","65",1999-08-10,"15:25:23",0,"SPC_mS.cm",1.47
"1243","65",1999-08-10,"15:25:23",0,"pH_hydro",9.35
"1244","65",1999-08-10,"15:25:23",0,"Sal_ppt",0.8
"1245","65",1999-08-10,"15:25:23",0,"DO_sat",NA
"1246","65",1999-08-10,"15:25:23",0,"Redox_mV",204
"1247","65",1999-08-10,"15:29:08",-0.3,"Temp_degC",20.48
"1248","65",1999-08-10,"15:29:08",-0.3,"DO_mg.L",12.25
"1249","65",1999-08-10,"15:29:08",-0.3,"SPC_mS.cm",4.37
"1250","65",1999-08-10,"15:29:08",-0.3,"pH_hydro",9.35
"1251","65",1999-08-10,"15:29:08",-0.3,"Sal_ppt",2.4
"1252","65",1999-08-10,"15:29:08",-0.3,"DO_sat",NA
"1253","65",1999-08-10,"15:29:08",-0.3,"Redox_mV",190
"1254","65",1999-09-10,"11:56:47",0,"Temp_degC",13.41
"1255","65",1999-09-10,"11:56:47",0,"DO_mg.L",14.54
"1256","65",1999-09-10,"11:56:47",0,"SPC_mS.cm",5.06
"1257","65",1999-09-10,"11:56:47",0,"pH_hydro",9.1
"1258","65",1999-09-10,"11:56:47",0,"Sal_ppt",2.8
"1259","65",1999-09-10,"11:56:47",0,"DO_sat",NA
"1260","65",1999-09-10,"11:56:47",0,"Redox_mV",153
"1261","65",1999-09-10,"11:59:06",-0.2,"Temp_degC",13.42
"1262","65",1999-09-10,"11:59:06",-0.2,"DO_mg.L",14.41
"1263","65",1999-09-10,"11:59:06",-0.2,"SPC_mS.cm",5.04
"1264","65",1999-09-10,"11:59:06",-0.2,"pH_hydro",9.11
"1265","65",1999-09-10,"11:59:06",-0.2,"Sal_ppt",2.8
"1266","65",1999-09-10,"11:59:06",-0.2,"DO_sat",NA
"1267","65",1999-09-10,"11:59:06",-0.2,"Redox_mV",131
"1268","65",1999-10-13,"15:01:53",0,"Temp_degC",4.69
"1269","65",1999-10-13,"15:01:53",0,"DO_mg.L",14.24
"1270","65",1999-10-13,"15:01:53",0,"SPC_mS.cm",3.71
"1271","65",1999-10-13,"15:01:53",0,"pH_hydro",8.39
"1272","65",1999-10-13,"15:01:53",0,"Sal_ppt",2
"1273","65",1999-10-13,"15:01:53",0,"DO_sat",NA
"1274","65",1999-10-13,"15:01:53",0,"Redox_mV",306
"1275","65",1999-10-13,"15:02:39",-0.2,"Temp_degC",4.71
"1276","65",1999-10-13,"15:02:39",-0.2,"DO_mg.L",13.69
"1277","65",1999-10-13,"15:02:39",-0.2,"SPC_mS.cm",5.84
"1278","65",1999-10-13,"15:02:39",-0.2,"pH_hydro",8.24
"1279","65",1999-10-13,"15:02:39",-0.2,"Sal_ppt",3.2
"1280","65",1999-10-13,"15:02:39",-0.2,"DO_sat",NA
"1281","65",1999-10-13,"15:02:39",-0.2,"Redox_mV",279
"1282","66",1999-04-20,"11:05:03",0,"Temp_degC",8.83
"1283","66",1999-04-20,"11:05:03",0,"DO_mg.L",13.41
"1284","66",1999-04-20,"11:05:03",0,"SPC_mS.cm",6.88
"1285","66",1999-04-20,"11:05:03",0,"pH_hydro",8.66
"1286","66",1999-04-20,"11:05:03",0,"Sal_ppt",3.8
"1287","66",1999-04-20,"11:05:03",0,"DO_sat",NA
"1288","66",1999-04-20,"11:05:03",0,"Redox_mV",367
"1289","66",1999-04-20,"11:04:08",-0.1,"Temp_degC",8.83
"1290","66",1999-04-20,"11:04:08",-0.1,"DO_mg.L",12.64
"1291","66",1999-04-20,"11:04:08",-0.1,"SPC_mS.cm",7.01
"1292","66",1999-04-20,"11:04:08",-0.1,"pH_hydro",8.65
