"","Sample","Pond","Date","Julianday","Time","OH_mg.L","Na_perc","PCPN","PCPP","PNPP","CharacteristicID","ResultValue"
"1","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","TDS_mg.L","1555.8"
"2","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","Cond_uS.cm","1980"
"3","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","TOC_mg.L","26.81"
"4","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","DOC_mg.L","26.5"
"5","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","HCO3_mg.L","264.5"
"6","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","CO3_mg.L","0"
"7","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","FreeCO2_mg.L","6.62"
"8","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","POC_mg.L","0.306"
"9","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","NO3NO2_mg.L","L0.01!"
"10","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","NH3_tot_mg.L","0.082"
"11","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","NH3_union_mg.L",NA
"12","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","TN_mg.L","1.908"
"13","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","DN_mg.L","1.84"
"14","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","PN_mg.L","0.068"
"15","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","F_diss_mg.L","0.1"
"16","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","Alk_tot_mg.L","217"
"17","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","Alk_p_mg.L","0"
"18","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","pH","7.8"
"19","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","Hard_tot_mg.L","1091.5"
"20","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","Hard_nonCO3_mg.L","874.5"
"21","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","Na_diss_mg.L","51.4"
"22","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","Mg_diss_mg.L","179"
"23","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","SiO2_mg.L","11.5"
"24","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","P_diss_ortho_mg.L","0.009"
"25","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","P_tot_mg.L","0.074"
"26","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","P_diss_mg.L","0.046"
"27","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","P_part_mg.L","0.028"
"28","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","SO4_diss_mg.L","959"
"29","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","Cl_diss_mg.L","23.7"
"30","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","K_diss_mg.L","58.9"
"31","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","Ca_diss_mg.L","142"
"32","950350","1A",1995-05-30,"150","10:50","0","8.8","5.2","28.2","5.4","Chla_mg.L","5"
"33","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","TDS_mg.L","1655.0043"
"34","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","Cond_uS.cm","2130"
"35","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","TOC_mg.L","28.92"
"36","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","DOC_mg.L","28.2"
"37","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","HCO3_mg.L","273.1"
"38","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","CO3_mg.L","0"
"39","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","FreeCO2_mg.L","12.48"
"40","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","POC_mg.L","0.715"
"41","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","NO3NO2_mg.L","0.01"
"42","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","NH3_tot_mg.L","0.26"
"43","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","NH3_union_mg.L",NA
"44","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","TN_mg.L","2.364"
"45","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","DN_mg.L","2.27"
"46","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","PN_mg.L","0.094"
"47","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","F_diss_mg.L","0.1"
"48","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","Alk_tot_mg.L","224"
"49","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","Alk_p_mg.L","0"
"50","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","pH","7.54"
"51","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","Hard_tot_mg.L","1160"
"52","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","Hard_nonCO3_mg.L","936"
"53","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","Na_diss_mg.L","56.4"
"54","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","Mg_diss_mg.L","192"
"55","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","SiO2_mg.L","6.66"
"56","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","P_diss_ortho_mg.L","0.045"
"57","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","P_tot_mg.L","0.121"
"58","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","P_diss_mg.L","0.096"
"59","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","P_part_mg.L","0.025"
"60","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","SO4_diss_mg.L","1028"
"61","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","Cl_diss_mg.L","23.9"
"62","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","K_diss_mg.L","65.5"
"63","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","Ca_diss_mg.L","148"
"64","950577","1A",1995-06-20,"171","09:30","0","9","8.9","73.8","8.3","Chla_mg.L","13.1"
"65","950722","1A",1995-07-12,"193","14:00","0","0","7.1","118.7","16.7","TDS_mg.L","1723.09"
"66","950722","1A",1995-07-12,"193","14:00","0","0","7.1","118.7","16.7","Cond_uS.cm","2214"
"67","950722","1A",1995-07-12,"193","14:00","0","0","7.1","118.7","16.7","TOC_mg.L","29.71"
"68","950722","1A",1995-07-12,"193","14:00","0","0","7.1","118.7","16.7","DOC_mg.L","28.744"
"69","950722","1A",1995-07-12,"193","14:00","0","0","7.1","118.7","16.7","HCO3_mg.L",NA
"70","950722","1A",1995-07-12,"193","14:00","0","0","7.1","118.7","16.7","CO3_mg.L","0"
"71","950722","1A",1995-07-12,"193","14:00","0","0","7.1","118.7","16.7","FreeCO2_mg.L",NA
"72","950722","1A",1995-07-12,"193","14:00","0","0","7.1","118.7","16.7","POC_mg.L","0.967"
"73","950722","1A",1995-07-12,"193","14:00","0","0","7.1","118.7","16.7","NO3NO2_mg.L","L0.01!"
"74","950722","1A",1995-07-12,"193","14:00","0","0","7.1","118.7","16.7","NH3_tot_mg.L","0.092"
