DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
St. Denis National Wildlife Area,103,103,52.209389,-106.083807,NAD83,,,Wetland,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-11,,,,,,,Conductivity,,,1460,uS/cm,Actual,,,,,,two different dates labelled in the chem files; NA,,,,,,,,
St. Denis National Wildlife Area,103,103,52.209389,-106.083807,NAD83,,,Wetland,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-11,,,,,,,Dissolved oxygen (DO),,,,,Actual,Not Reported,,,,,two different dates labelled in the chem files; NA,,,,,,,,
St. Denis National Wildlife Area,103,103,52.209389,-106.083807,NAD83,,,Wetland,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-11,,,,,,,"Temperature, water",,,18.4,deg C,Actual,,,,,,two different dates labelled in the chem files; NA,,,,,,,,
St. Denis National Wildlife Area,103,103,52.209389,-106.083807,NAD83,,,Wetland,Field Msr/Obs-Portable Data Logger,Surface Water,2014-08-11,,,,,,,pH,,,,,Actual,Not Reported,,,,,two different dates labelled in the chem files; NA,,,,,,,,
St. Denis National Wildlife Area,103,103,52.209389,-106.083807,NAD83,,,Wetland,Sample-Routine,Surface Water,2014-08-11,,,,,,,"1-(3,4-dichlorophenyl)-3-methyl urea",,,,,Actual,Not Reported,0.0202,mg/L,Method Detection Level,,two different dates labelled in the chem files; NA,,,Hisotrical method not provided,,,,"GIWS Lab, University of Saskatchewan",
St. Denis National Wildlife Area,103,103,52.209389,-106.083807,NAD83,,,Wetland,Sample-Routine,Surface Water,2014-08-11,,,,,,,"Alkalinity, total",,,,,Actual,Not Reported,3.16,mg/L,Method Detection Level,,two different dates labelled in the chem files; NA,"1001: Alkalinity, pH, Conductivity",ENV/CANADA,"Historical method not provided, but based on listed ENV/CANADA method",,,,"GIWS Lab, University of Saskatchewan",
St. Denis National Wildlife Area,103,103,52.209389,-106.083807,NAD83,,,Wetland,Sample-Routine,Surface Water,2014-08-11,,,,,,,Ammonia,as NH3,"Filtered, lab",0.1535,mg/L,Actual,,0.021,mg/L,Method Detection Level,,two different dates labelled in the chem files; NA,1161: Ammonia,ENV/CANADA,"Historical method not provided, but based on listed ENV/CANADA method",,,,"GIWS Lab, University of Saskatchewan",
St. Denis National Wildlife Area,103,103,52.209389,-106.083807,NAD83,,,Wetland,Sample-Routine,Surface Water,2014-08-11,,,,,,,"Chlorophyll a, pheophytin correction unspecified",,"Filtered, lab",76.3975,mg/L,Actual,,,,,,two different dates labelled in the chem files; NA,1100: Chlorophyll,ENV/CANADA,"Historical method not provided, but based on listed ENV/CANADA method",,,,"GIWS Lab, University of Saskatchewan",
St. Denis National Wildlife Area,103,103,52.209389,-106.083807,NAD83,,,Wetland,Sample-Routine,Surface Water,2014-08-11,,,,,,,Delta oxygen-18/oxygen-16,of H2O,,-9.18,per mil VSMOW,Actual,,,,,,two different dates labelled in the chem files; NA,,,Historical method not provided ,,,,"GIWS Lab, University of Saskatchewan",
St. Denis National Wildlife Area,103,103,52.209389,-106.083807,NAD83,,,Wetland,Sample-Routine,Surface Water,2014-08-11,,,,,,,"Deuterium, delta",of H2O,,-89.67,per mil VSMOW,Actual,,,,,,two different dates labelled in the chem files; NA,,,Historical method not provided ,,,,"GIWS Lab, University of Saskatchewan",
